"aa","bb","cccc","d","e","ff","gg","hh","ii","jjj","k","l","MM","NnN","O","pp","qqq","rRr","ss","tt"
"0.898969938489","6.35451347203","0.00338011","1.63322","33.7","-76.1","694.238417245","1.491847865398e+00","-3.361498450013e+00","-1.62827320318","346316993.286","5978911.21407","1.08639586698e-05","9.680157045154e-04","-16.078542292","2.482","2.863","-6.08300777","-8.64313238","-12.488"
"0.513769817891","9.91341527549","-0.00319997","1.53008","82.5","-10.8","-636.15930491","-1.480781571120e+00","-2.008146025941e+00","-0.278745136521","273968521.274","3674068.57247","4.45745800162e-06","9.711692351129e-04","79.4344019275","1.048","-6.448","2.5816739","2.8268644","-0.30874"
"2.10509469432","-0.289915165466","0.0425215","1.52176","17.9","-29.3","-514.578460137","2.922464625426e+00","-3.019375153356e+00","-0.619082673364","731289801.624","10777463.8213","6.3297171657e-06","7.580390013028e-04","66.3669313411","2.47","-6.774","-7.58436949","-23.8287313","-24.195"
"0.315580501993","2.61123315352","-0.0359585","1.56617","94.3","-20.7","750.229314377","2.309122376914e+00","1.207112808760e+00","2.98001263942","927882571.018","708522.917304","8.55352265407e-06","3.064634789565e-04","-4.17785620589","-1.228","0.78","20.6829929","-0.801908538","-18.984"
"-4.64215276522","-1.2356703736","0.0107076","1.74925","41.4","-14.1","780.548198563","1.910046129699e+00","1.601704435097e+00","-1.74179424456","1097944102.99","9972366.20892","6.60417907566e-06","2.604507315346e-05","-34.0045616742","-0.8553","-0.3132","22.2128584","-23.6871552","-24.926"
"-1.84700593512","-0.911684108645","-0.0398529","1.57431","70.9","-81.7","928.77352562","1.238727764282e+00","2.903016386065e+00","3.49888921215","307428440.435","10139801.1909","5.62693251043e-06","6.651834897756e-04","-75.9665819082","2.708","-3.656","5.33670539","-21.2006338","-5.8162"
"1.96819751686","-1.31781767107","-0.0183548","1.60579","4.8","-98.4","-272.968633862","-1.301930053696e+00","-2.840264597405e+00","0.188222605546","557972945.893","3189455.48243","7.32446879618e-07","8.074903400120e-04","-86.821397455","0.6072","-5.15","-1.03083404","-0.931198757","-19.146"
"3.74052913597","5.92376237454","0.0498412","1.73394","84.1","-38.8","-156.16224314","5.658524694307e-02","-2.176103584277e+00","0.692038583963","757257578.965","2115488.24884","5.2720260782e-06","4.003416233231e-04","32.0654822103","-0.2392","5.985","-14.226484","-5.62712132","-17.964"
"-3.5311216066","4.08637510847","0.0100157","1.53531","72.3","-56.8","-566.355687931","8.674656864878e-01","-6.825922116830e-01","0.193645554873","977140513.801","1342885.92465","2.2414062133e-07","6.083552393197e-04","80.9730475485","2.192","-0.615","12.8665926","-0.698461384","-0.80848"
"1.35916900038","5.41766010491","0.0451896","1.62134","15.2","-4.93","-564.322588398","2.126457034872e+00","-5.557660445468e-01","-3.47963958943","168080263.13","5932304.23232","7.03530753577e-06","6.494533067871e-04","-49.2873174222","0.9385","3.679","-23.5577262","-2.53803161","-1.017"
"1.16092460373","-1.32395195293","-0.0248745","1.5018","1.62","-69.6","-970.009257544","2.492274931048e+00","-4.501944761607e+00","-2.39648859189","315120036.554","377849.538972","6.52165398538e-06","9.523189033364e-04","-2.11809938602","1.541","-0.0671","-5.64922334","3.95617465","-2.9532"
"-4.19235073011","6.16070060808","0.0160784","1.63419","25.4","-33","113.103597218","4.293268913006e-01","2.013785514751e+00","0.24641568429","622663022.379","6950210.97202","3.54029424774e-06","1.427262476326e-04","102.274442544","2.689","6.187","-24.3670478","9.82242918","-12.289"
"1.52935676662","2.75640187151","-0.0339152","1.7495","96.1","-68.8","-374.730052281","-2.134723009340e+00","5.339346303451e-01","4.39595147022","913517804.327","5734895.63371","3.72240251331e-06","9.450914986327e-04","25.4302077018","1.426","-5.275","-5.34294818","-5.3321653","-7.867"
"3.27200303978","3.61993030496","-0.0423054","1.59754","35.9","-12.3","-429.924673268","-1.108999431159e+00","-3.338575739958e+00","-2.75499521702","713036441.365","10076907.8297","5.50431747197e-06","3.352864494071e-04","85.5163430753","-0.7372","3.409","-19.7308223","-17.7690474","-5.1082"
"-1.09244697403","1.26246642397","0.0165922","1.56161","96.4","-90.1","853.019944358","2.756941947564e+00","4.566568389900e+00","3.29054851278","564249796.122","812375.104463","4.37899390336e-06","9.061004362037e-04","-62.3405820995","-0.2336","-3.586","15.1438277","-16.6836378","-7.9114"
"-0.798773725005","-0.628807569535","-0.0407694","1.698","77.4","-49.3","224.649326695","2.939183271476e+00","2.661864163275e+00","-0.127508865001","779634659.27","5683303.04946","1.52345614111e-06","2.098335370654e-04","11.3520412908","3.017","-5.363","-11.8548607","-20.6089434","-22.398"
"4.42883848665","2.27709192789","0.0293089","1.61724","32.9","-94.4","192.093859239","-2.122909373400e+00","4.148714814603e+00","1.40936343847","1022669643.78","1546939.63823","9.24719342582e-06","9.356309340395e-04","80.9851529842","-0.4833","2.347","18.0287357","-15.1381149","-21.485"
"-3.91073953102","9.949936348","0.0400568","1.60284","17.6","-0.32","-262.668725863","-1.027606648865e+00","-1.559082736857e+00","-3.77026983508","479106453.052","2929322.43642","4.54910059066e-06","3.854304449366e-05","-44.1684432457","1.887","-6.125","2.70340099","-15.5170054","-4.2494"
"4.34730645487","9.24906981812","0.0359736","1.69686","25.8","-19","614.155765999","2.954570819613e+00","4.642941311384e+00","-2.34006870243","731696617.758","8515203.26496","4.3495036464e-06","9.678125446587e-05","-39.9550186844","1.529","-0.2441","16.0790461","-10.3970917","-21.856"
"3.51182604174","-1.96665850467","0.00916047","1.66768","59","-69.9","369.771820346","-2.928452848440e+00","-3.488053178528e+00","-4.08750261857","529135781.152","7453450.89343","3.23223619156e-06","9.006536772686e-04","-6.8395516184","1.381","5.546","-0.0110174937","-4.83437629","-10.145"
"-1.24265250197","-0.795688166003","0.0485269","1.5772","41.1","-69.4","409.744799931","2.785347007631e+00","-4.816344198728e+00","4.89804251583","740883240.972","7004559.57507","4.00173861739e-06","3.800998058706e-04","-1.66225956407","1.376","-6.532","-11.4930066","-16.9790452","-23.686"
"-3.61634826488","3.45544019096","-0.0193077","1.70833","10.7","-42.3","223.673457099","2.855914378971e+00","1.391228229364e+00","3.10919179537","64202910.0734","3124229.1427","6.31062097562e-06","9.258838004120e-04","-56.7804766074","0.7965","1.831","-8.96875497","-21.7172571","-11.71"
"3.52507585392","-0.130981163618","0.00173558","1.63719","44.8","-61.2","-589.506687967","-2.905194246188e+00","-4.071282490406e+00","2.80107343053","800281883.053","5157745.35144","8.74770918291e-06","6.271908219432e-04","89.2241210215","3.022","-3.247","-1.80524601","-4.32372046","-13.639"
"1.26736474835","2.30377933204","0.0325074","1.50243","84.3","-88.8","-390.079783134","1.262230384690e+00","4.461851096587e+00","-3.85303440011","993619728.59","4737673.71817","5.24642999569e-07","8.270147791009e-04","-100.406369053","0.2747","-4.786","3.291363","-11.3061091","-10.578"
