aa	bb	cccc	d	e	ff	gg	hh	ii	jjj	k	l	MM	NnN	O	pp	qqq	rRr	ss	tt
2.78189953831	2.20468660914	-0.0203163	1.73618	88.4	-35.3	-346.52321072	9.808445391201e-01	-2.557675712173e+00	-2.50130976259	596265902.178	5839555.89599	5.88453027454e-07	4.950824591064e-04	-46.4011577423	2.691	-5.903	-17.8579486	-19.2598136	-10.438
1.18453523987	7.68000061383	0.00547178	1.5182	69.1	-72.2	-661.273397426	-9.220672540651e-03	-1.334499466776e+00	-2.54102354812	614175416.952	8479229.45482	6.00706498136e-06	2.323967225809e-04	46.6535233902	2.253	-6.38	1.37653375	0.18051109	-12.669
0.616616233163	6.41330587315	-0.0303505	1.56272	62	-59.3	-832.420356067	1.903280420905e+00	-4.476016177674e+00	-0.269446381198	1065178009.75	5192781.24784	1.07184004281e-05	9.007968609409e-04	102.697291147	0.3639	0.9286	16.982534	9.64857364	-0.046843
2.61246448327	2.80480597932	0.0187935	1.68033	33.4	-84.5	-520.417933706	-2.788128939641e-01	4.167318036586e+00	-0.799776559183	349037909.85	8476228.68232	4.10761035793e-06	2.236720277098e-04	-46.5107773813	-0.7009	4.868	18.09275	-0.238888335	-0.039934
-3.96045301085	6.52883111884	0.0328429	1.53609	2.38	-79.7	-677.989837173	2.610669147133e+00	-1.765838839758e+00	-4.03500116175	748115453.992	5752166.13163	6.85065324039e-06	2.446377040992e-04	78.4757370979	-1.428	-4.692	-1.92666646	-20.4264583	-8.5238
0.576640543429	-0.887930091212	0.0187205	1.65318	33.1	-80.8	203.422620241	8.602679129365e-01	1.624537598487e+00	4.16351156523	277391086.865	4446754.67777	2.00638282272e-06	7.845062853500e-04	3.92828921634	2.879	-4.352	11.1238604	-8.30665768	-1.6864
-2.87472047794	0.630416772009	0.012567	1.52417	25.2	-33.8	-715.017381989	-1.481364142727e+00	-6.695572230196e-01	-3.66696936513	1099739717.98	4415269.93121	7.37118487569e-06	5.694183702952e-04	-101.142602851	1.047	-1.771	6.70829311	-24.891885	-22.298
4.5787774817	8.16671631815	-0.038904	1.56954	33.8	-83.8	262.745150193	1.187530837764e-01	1.097882597497e-01	-1.49771094473	734380221.073	4480231.31167	3.9050271409e-06	4.699550922913e-04	39.4263006614	0.8984	-6.868	-2.6850368	-14.2916088	-17.7
-4.78663888056	1.77099066129	-0.0146839	1.55717	77.6	-58.3	-158.621532181	-2.046258078666e+00	4.545085506873e+00	3.35268783112	332132858.474	1541216.39452	4.54336680874e-06	7.991410156617e-04	9.40711414602	-0.7761	-3.598	-14.0635399	-3.63057882	-20.994
3.40991687458	1.37464732662	-0.0144846	1.70937	79.3	-53.7	282.53860103	1.268045147012e+00	1.777703337552e+00	0.129388816452	349212160.897	1981028.1522	7.83589990511e-06	5.059440234224e-05	33.2597993984	1.67	-5.352	5.3970189	-2.181668	-7.8781
-2.32788796242	-0.119856274249	0.0446462	1.7058	16.8	-5.48	-385.569106644	2.433602188582e+00	9.289721599615e-01	0.294601571582	562252464.791	2319498.31076	7.22848830151e-07	9.226142616762e-04	84.9521193917	-0.7386	4.113	17.4188107	7.01236009	-17.134
0.135356037676	3.31276358322	-0.0420688	1.57811	4.53	-0.661	-645.660987041	-8.832076368582e-01	4.888956171900e+00	-4.70804655918	241889222.997	4076556.64438	9.1502040951e-06	8.528260419711e-04	-82.0040079191	2.174	-3.78	-13.4721043	8.82066808	-2.6552
-1.91567115647	4.10213391625	0.0322877	1.71112	84	-28.9	622.166759712	2.167414613806e+00	-2.944769251147e+00	4.2341676958	507007295.156	8700483.53475	1.02345572322e-05	6.606578329952e-05	58.3390410828	3.054	-3.95	-7.38425474	4.66797048	-11.028
3.50049691938	3.05968016411	-0.0422365	1.58893	14	-74	916.128447725	1.646330694586e-01	-1.545874603685e+00	2.8279495793	60780332.2012	10983096.1811	8.76829871093e-06	4.167696062677e-04	-5.88004935123	-0.3013	-5.339	-7.56401829	-1.5005121	-2.7057
-4.88265341145	9.0841941673	-0.0382943	1.69633	48	-24.4	788.149703245	6.733815282754e-01	3.455302682346e+00	-2.18977583972	138806205.428	5472006.85576	3.57449220387e-06	1.709615936342e-04	-24.9829486945	0.333	-6.887	17.8157972	-18.6324329	-5.6939
2.97417292091	9.93958192597	-0.00518702	1.56137	36	-7.44	6.54924870621	2.601083377749e+00	-4.001660308335e-01	2.67023717697	753148668.213	437492.443309	3.78124251861e-06	1.052523165511e-04	40.0764869565	0.4903	0.1984	-4.36351619	-19.126327	-1.718
3.46800333785	7.77044779476	-0.020183	1.73175	71.6	-2.27	-907.829180804	1.282975762683e+00	-1.208595870111e+00	0.0351428717922	1003136033.78	9772140.59496	4.2644571146e-06	5.717458611917e-04	-66.0469077568	0.48	2.516	-21.9931432	3.33814879	-23.831
-2.62910881956	6.75468001067	-0.04385	1.57099	9	-47.1	865.656726497	1.897000981238e+00	-5.921214389596e-01	4.64423648306	286207600.3	10080943.9311	1.93998896391e-06	4.566656787290e-04	-25.141638572	1.441	-4.436	-16.0263457	9.6015547	-10.3
3.25938716257	1.65623936142	-0.0076971	1.56495	16.9	-32	-535.533813652	-2.956643658680e+00	-8.840871918677e-01	3.01607988263	992528576.033	860349.443699	8.70599958037e-06	6.413228932725e-04	-108.799962522	0.8417	-4.592	6.32963221	-16.3351046	-1.7095
-2.72750015085	6.36607361966	0.0038519	1.59958	2.81	-95.3	-801.583821839	-2.402789790044e+00	3.547964184207e+00	4.96478170621	430473664.015	8681101.05574	9.95075223909e-06	2.833768408427e-04	105.372264895	-1.492	2.193	-16.4420349	-13.1631723	-6.9373
-0.122049347293	2.29587902229	-0.0256339	1.50854	94.1	-65	-786.728769025	2.562714930988e+00	-2.831644983457e+00	2.12759431152	480590981.542	9746023.08508	1.54827109912e-06	2.827224594594e-04	99.0676214792	2.438	-6.298	10.4390495	-24.9897528	-6.4541
